registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery quantity (MW) ,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.71,2024-01-18T11:00:00,2024-01-18T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,11.82,2024-01-18T15:00:00,2024-01-18T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.28,2024-01-18T19:00:00,2024-01-18T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.66,2024-01-18T23:00:00,2024-01-19T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.01,2024-01-29T23:00:00,2024-01-30T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.9,2024-01-30T03:00:00,2024-01-30T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.5,2024-01-30T07:00:00,2024-01-30T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.87,2024-01-30T11:00:00,2024-01-30T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,5.43,2024-01-30T15:00:00,2024-01-30T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.7,2024-02-01T03:00:00,2024-02-01T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.57,2024-02-01T07:00:00,2024-02-01T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-06T03:00:00,2024-02-06T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.49,2024-02-06T07:00:00,2024-02-06T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.05,2024-02-06T11:00:00,2024-02-06T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.2,2024-02-06T15:00:00,2024-02-06T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-10T03:00:00,2024-02-10T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.97,2024-02-10T07:00:00,2024-02-10T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.95,2024-02-10T11:00:00,2024-02-10T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.95,2024-02-10T15:00:00,2024-02-10T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1,2024-02-10T19:00:00,2024-02-10T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-10T23:00:00,2024-02-11T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.59,2024-02-11T03:00:00,2024-02-11T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.02,2024-02-11T07:00:00,2024-02-11T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.08,2024-02-11T11:00:00,2024-02-11T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.08,2024-02-11T15:00:00,2024-02-11T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.99,2024-02-11T19:00:00,2024-02-11T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-11T23:00:00,2024-02-12T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.7,2024-02-12T03:00:00,2024-02-12T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.58,2024-02-12T23:00:00,2024-02-13T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.58,2024-02-13T03:00:00,2024-02-13T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.5,2024-02-13T19:00:00,2024-02-13T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1,2024-02-22T07:00:00,2024-02-22T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.75,2024-02-22T11:00:00,2024-02-22T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.23,2024-02-22T19:00:00,2024-02-22T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.51,2024-02-22T23:00:00,2024-02-23T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-23T03:00:00,2024-02-23T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.25,2024-02-23T07:00:00,2024-02-23T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.02,2024-02-23T11:00:00,2024-02-23T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.9,2024-02-23T15:00:00,2024-02-23T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-23T23:00:00,2024-02-24T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.51,2024-02-24T03:00:00,2024-02-24T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.08,2024-02-24T07:00:00,2024-02-24T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.68,2024-02-24T11:00:00,2024-02-24T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.25,2024-02-24T15:00:00,2024-02-24T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.02,2024-02-24T19:00:00,2024-02-24T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.08,2024-02-24T23:00:00,2024-02-25T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.4,2024-02-25T03:00:00,2024-02-25T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.9,2024-02-25T07:00:00,2024-02-25T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.7,2024-02-25T11:00:00,2024-02-25T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.43,2024-02-25T15:00:00,2024-02-25T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.86,2024-02-25T19:00:00,2024-02-25T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.45,2024-02-25T23:00:00,2024-02-26T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1,2024-02-26T03:00:00,2024-02-26T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.25,2024-02-26T07:00:00,2024-02-26T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.1,2024-02-26T11:00:00,2024-02-26T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,3.5,2024-02-26T15:00:00,2024-02-26T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.58,2024-02-26T19:00:00,2024-02-26T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.6,2024-02-27T11:00:00,2024-02-27T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.12,2024-02-27T15:00:00,2024-02-27T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.33,2024-02-27T19:00:00,2024-02-27T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.93,2024-02-29T19:00:00,2024-02-29T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-02-29T23:00:00,2024-03-01T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-01T03:00:00,2024-03-01T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.51,2024-03-01T07:00:00,2024-03-01T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.25,2024-03-01T11:00:00,2024-03-01T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.46,2024-03-01T15:00:00,2024-03-01T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.52,2024-03-01T19:00:00,2024-03-01T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0,2024-03-01T23:00:00,2024-03-02T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0,2024-03-02T03:00:00,2024-03-02T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,4.81,2024-03-02T07:00:00,2024-03-02T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-02T11:00:00,2024-03-02T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.5,2024-03-02T15:00:00,2024-03-02T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.9,2024-03-02T19:00:00,2024-03-02T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.4,2024-03-02T23:00:00,2024-03-03T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.84,2024-03-03T03:00:00,2024-03-03T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.81,2024-03-03T07:00:00,2024-03-03T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.91,2024-03-03T11:00:00,2024-03-03T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.25,2024-03-03T15:00:00,2024-03-03T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.9,2024-03-03T19:00:00,2024-03-03T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.67,2024-03-03T23:00:00,2024-03-04T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.9,2024-03-04T03:00:00,2024-03-04T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.53,2024-03-04T07:00:00,2024-03-04T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.59,2024-03-04T11:00:00,2024-03-04T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.9,2024-03-04T15:00:00,2024-03-04T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.15,2024-03-04T19:00:00,2024-03-04T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.4,2024-03-04T23:00:00,2024-03-05T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.46,2024-03-05T03:00:00,2024-03-05T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.35,2024-03-05T07:00:00,2024-03-05T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-05T11:00:00,2024-03-05T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,3,2024-03-05T15:00:00,2024-03-05T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1,2024-03-05T19:00:00,2024-03-05T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-05T23:00:00,2024-03-06T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.52,2024-03-06T03:00:00,2024-03-06T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.38,2024-03-06T07:00:00,2024-03-06T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.49,2024-03-06T11:00:00,2024-03-06T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.41,2024-03-06T15:00:00,2024-03-06T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.48,2024-03-06T19:00:00,2024-03-06T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-06T23:00:00,2024-03-07T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.74,2024-03-07T03:00:00,2024-03-07T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.35,2024-03-07T07:00:00,2024-03-07T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.75,2024-03-07T11:00:00,2024-03-07T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.77,2024-03-07T15:00:00,2024-03-07T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.25,2024-03-07T19:00:00,2024-03-07T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.5,2024-03-07T23:00:00,2024-03-08T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.51,2024-03-08T03:00:00,2024-03-08T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.21,2024-03-08T07:00:00,2024-03-08T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.53,2024-03-24T03:00:00,2024-03-24T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.15,2024-03-24T07:00:00,2024-03-24T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,0.8,2024-03-24T11:00:00,2024-03-24T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.1,2024-03-24T15:00:00,2024-03-24T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.04,2024-04-14T02:00:00,2024-04-14T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.36,2024-04-14T06:00:00,2024-04-14T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.2,2024-04-14T10:00:00,2024-04-14T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2,2024-07-03T14:00:00,2024-07-03T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.71,2024-07-09T14:00:00,2024-07-09T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.43,2024-07-09T18:00:00,2024-07-09T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.5,2024-09-05T18:00:00,2024-09-05T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2.5,2024-10-18T10:00:00,2024-10-18T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.27,2024-10-18T14:00:00,2024-10-18T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.7,2024-10-18T18:00:00,2024-10-18T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.18,2024-11-15T15:00:00,2024-11-15T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.77,2024-11-15T19:00:00,2024-11-15T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,5,2024-12-05T19:00:00,2024-12-05T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2.46,2024-12-06T19:00:00,2024-12-06T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,3.55,2024-12-06T23:00:00,2024-12-07T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,4.44,2024-12-07T07:00:00,2024-12-07T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,3.57,2024-12-07T11:00:00,2024-12-07T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,3.46,2024-12-07T15:00:00,2024-12-07T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,4.69,2024-12-07T19:00:00,2024-12-07T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,5.39,2024-12-17T19:00:00,2024-12-17T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.94,2024-12-17T23:00:00,2024-12-18T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,1.66,2024-12-22T23:00:00,2024-12-23T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,4.04,2024-12-23T03:00:00,2024-12-23T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,4,2024-12-23T07:00:00,2024-12-23T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,2.25,2024-12-23T11:00:00,2024-12-23T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,48,3.17,2024-12-23T19:00:00,2024-12-23T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.52,2024-12-24T23:00:00,2024-12-25T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,3.49,2024-12-25T03:00:00,2024-12-25T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2,2024-12-25T07:00:00,2024-12-25T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1,2024-12-25T11:00:00,2024-12-25T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.81,2024-12-25T15:00:00,2024-12-25T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1,2024-12-25T19:00:00,2024-12-25T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2,2024-12-25T23:00:00,2024-12-26T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,2.49,2024-12-26T03:00:00,2024-12-26T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1,2024-12-26T07:00:00,2024-12-26T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.9,2024-12-26T11:00:00,2024-12-26T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.88,2024-12-26T15:00:00,2024-12-26T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.69,2024-12-26T19:00:00,2024-12-26T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.89,2024-12-28T19:00:00,2024-12-28T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.75,2025-02-01T15:00:00,2025-02-01T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.34,2025-04-18T18:00:00,2025-04-18T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,0.76,2025-04-25T06:00:00,2025-04-25T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,4.47,2025-05-25T22:00:00,2025-05-26T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,3.51,2025-05-26T02:00:00,2025-05-26T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.15,2025-05-26T06:00:00,2025-05-26T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,48,1.02,2025-05-29T06:00:00,2025-05-29T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,1.65,2024-08-07T06:00:00,2024-08-07T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,2.29,2024-08-08T22:00:00,2024-08-09T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,2.53,2024-08-09T06:00:00,2024-08-09T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,0.96,2024-08-10T06:00:00,2024-08-10T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,47,1.17,2024-08-11T22:00:00,2024-08-12T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,47,1.05,2024-08-12T02:00:00,2024-08-12T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,47,1.58,2024-08-12T06:00:00,2024-08-12T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,47,0.55,2024-08-12T10:00:00,2024-08-12T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,47,2.89,2024-08-12T14:00:00,2024-08-12T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,1.5,2024-09-09T22:00:00,2024-09-10T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,3.5,2024-09-10T02:00:00,2024-09-10T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,2.97,2025-02-20T11:00:00,2025-02-20T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,0.94,2025-02-20T15:00:00,2025-02-20T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,2.44,2025-02-20T07:00:00,2025-02-20T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,3.3,2025-02-21T15:00:00,2025-02-21T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,3.6,2025-02-21T11:00:00,2025-02-21T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,47,2.95,2025-02-21T07:00:00,2025-02-21T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.3,2024-01-03T07:00:00,2024-01-03T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.07,2024-01-03T11:00:00,2024-01-03T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.01,2024-01-03T15:00:00,2024-01-03T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.22,2024-01-04T07:00:00,2024-01-04T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.24,2024-01-04T11:00:00,2024-01-04T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.28,2024-01-04T15:00:00,2024-01-04T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.42,2024-01-05T07:00:00,2024-01-05T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.08,2024-01-05T11:00:00,2024-01-05T15:00:00,,
